Order ID,Customer ID,Customer Name,Order Time,Number of Sandwiches,Total Cost (DKK)
3582,C762,Customer 762,2024-09-27 14:24:00,5,362.0
3583,C763,Customer 763,2024-10-01 11:57:00,5,344.0
3584,C764,Customer 764,2024-02-08 14:55:00,5,436.0
3585,C764,Customer 764,2024-03-07 13:25:00,5,421.0
3586,C764,Customer 764,2024-10-29 12:29:00,4,338.0
3587,C764,Customer 764,2024-02-25 08:25:00,3,249.0
3588,C764,Customer 764,2024-01-12 12:02:00,2,172.0
3589,C764,Customer 764,2024-02-03 09:17:00,1,89.0
3590,C764,Customer 764,2024-12-08 10:50:00,5,433.0
3591,C764,Customer 764,2024-08-03 13:42:00,4,338.0
3592,C764,Customer 764,2024-07-23 14:51:00,3,264.0
3593,C764,Customer 764,2024-04-03 08:24:00,2,154.0
3594,C765,Customer 765,2024-04-21 18:41:00,3,252.0
3595,C765,Customer 765,2024-02-02 12:06:00,2,166.0
3596,C766,Customer 766,2024-02-26 13:40:00,1,89.0
3597,C766,Customer 766,2024-07-19 14:18:00,3,184.0
3598,C766,Customer 766,2024-01-21 10:57:00,4,267.0
3599,C766,Customer 766,2024-05-22 11:22:00,5,350.0
3600,C766,Customer 766,2024-07-08 14:48:00,3,178.0
3601,C766,Customer 766,2024-04-21 13:36:00,1,89.0
3602,C766,Customer 766,2024-02-09 17:51:00,2,178.0
3603,C766,Customer 766,2024-09-03 11:13:00,2,178.0
3604,C766,Customer 766,2024-06-04 09:42:00,3,172.0
3605,C766,Customer 766,2024-05-08 12:09:00,3,172.0
3606,C767,Customer 767,2024-01-15 12:12:00,2,166.0
3607,C767,Customer 767,2024-10-18 08:26:00,2,172.0
3608,C767,Customer 767,2024-05-22 10:38:00,4,356.0
3609,C767,Customer 767,2024-02-27 13:36:00,2,160.0
3610,C768,Customer 768,2024-02-11 14:28:00,2,172.0
3611,C768,Customer 768,2024-09-25 08:23:00,2,166.0
3612,C769,Customer 769,2024-07-01 09:19:00,1,83.0
3613,C769,Customer 769,2024-02-01 13:22:00,5,350.0
3614,C770,Customer 770,2024-11-13 12:27:00,5,403.0
3615,C770,Customer 770,2024-06-26 12:20:00,5,433.0
3616,C771,Customer 771,2024-11-07 14:55:00,2,178.0
3617,C771,Customer 771,2024-12-07 10:18:00,2,154.0
3618,C771,Customer 771,2024-07-03 14:08:00,2,172.0
3619,C771,Customer 771,2024-05-29 11:54:00,2,154.0
3620,C771,Customer 771,2024-06-24 10:41:00,5,433.0
3621,C771,Customer 771,2024-09-25 08:31:00,4,338.0
3622,C771,Customer 771,2024-11-14 12:54:00,2,160.0
3623,C771,Customer 771,2024-05-02 12:03:00,3,267.0
3624,C771,Customer 771,2024-10-21 14:38:00,5,454.0
3625,C771,Customer 771,2024-01-04 14:52:00,3,252.0
3626,C772,Customer 772,2024-09-18 09:03:00,5,344.0
3627,C772,Customer 772,2024-08-03 12:13:00,3,166.0
3628,C772,Customer 772,2024-05-04 16:38:00,5,356.0
3629,C772,Customer 772,2024-01-14 11:06:00,2,83.0
3630,C772,Customer 772,2024-10-14 14:32:00,4,258.0
3631,C772,Customer 772,2024-04-17 14:01:00,4,276.0
3632,C772,Customer 772,2024-01-22 12:54:00,1,0.0
3633,C772,Customer 772,2024-02-13 10:50:00,5,350.0
3634,C773,Customer 773,2024-02-10 14:10:00,5,436.0
3635,C773,Customer 773,2024-02-28 15:29:00,3,270.0
3636,C773,Customer 773,2024-07-26 16:20:00,2,166.0
3637,C773,Customer 773,2024-11-05 11:53:00,4,344.0
3638,C774,Customer 774,2024-09-17 12:39:00,1,89.0
3639,C774,Customer 774,2024-10-20 11:08:00,2,160.0
3640,C775,Customer 775,2024-07-17 15:21:00,4,362.0
3641,C776,Customer 776,2024-09-26 13:07:00,4,261.0
3642,C776,Customer 776,2024-02-26 12:08:00,2,172.0
3643,C777,Customer 777,2024-06-21 09:29:00,1,0.0
3644,C777,Customer 777,2024-08-13 19:05:00,4,246.0
3645,C777,Customer 777,2024-04-04 11:07:00,2,83.0
3646,C777,Customer 777,2024-01-05 13:33:00,5,356.0
3647,C777,Customer 777,2024-03-25 14:00:00,4,258.0
3648,C777,Customer 777,2024-06-29 11:44:00,2,83.0
3649,C777,Customer 777,2024-01-01 13:03:00,2,83.0
3650,C777,Customer 777,2024-04-03 11:42:00,2,83.0
3651,C777,Customer 777,2024-12-09 14:52:00,3,178.0
3652,C777,Customer 777,2024-08-08 14:56:00,4,264.0
3653,C778,Customer 778,2024-11-28 10:48:00,4,338.0
3654,C778,Customer 778,2024-04-28 13:11:00,4,338.0
3655,C778,Customer 778,2024-06-19 11:10:00,4,338.0
3656,C779,Customer 779,2024-07-03 19:11:00,5,436.0
3657,C779,Customer 779,2024-06-27 18:34:00,5,436.0
3658,C779,Customer 779,2024-04-25 19:22:00,5,424.0
3659,C779,Customer 779,2024-08-05 11:45:00,5,433.0
3660,C779,Customer 779,2024-12-10 13:10:00,3,249.0
3661,C779,Customer 779,2024-01-19 13:37:00,3,243.0
3662,C779,Customer 779,2024-02-12 08:16:00,4,350.0
3663,C779,Customer 779,2024-09-28 17:55:00,2,172.0
3664,C780,Customer 780,2024-01-04 08:02:00,2,83.0
3665,C780,Customer 780,2024-01-04 14:20:00,5,356.0
3666,C780,Customer 780,2024-08-23 14:21:00,1,86.0
3667,C780,Customer 780,2024-11-13 14:46:00,5,362.0
3668,C780,Customer 780,2024-03-12 14:25:00,1,86.0
3669,C780,Customer 780,2024-08-10 14:20:00,5,344.0
3670,C780,Customer 780,2024-11-05 11:27:00,2,89.0
3671,C780,Customer 780,2024-06-16 14:21:00,3,184.0
3672,C780,Customer 780,2024-10-10 14:23:00,4,270.0
3673,C781,Customer 781,2024-06-22 12:54:00,2,172.0
3674,C781,Customer 781,2024-06-28 12:05:00,3,249.0
3675,C781,Customer 781,2024-10-06 09:24:00,3,243.0
3676,C781,Customer 781,2024-02-22 13:18:00,2,172.0
3677,C782,Customer 782,2024-08-16 12:24:00,2,166.0
3678,C782,Customer 782,2024-02-08 18:33:00,5,356.0
3679,C783,Customer 783,2024-09-08 12:44:00,3,261.0
3680,C783,Customer 783,2024-01-05 16:03:00,1,92.0
3681,C783,Customer 783,2024-12-15 17:21:00,5,356.0
3682,C783,Customer 783,2024-11-23 13:47:00,4,350.0
3683,C783,Customer 783,2024-09-04 14:54:00,2,178.0
3684,C784,Customer 784,2024-05-30 12:09:00,2,83.0
3685,C784,Customer 784,2024-01-27 10:11:00,5,350.0
3686,C784,Customer 784,2024-03-15 16:32:00,4,258.0
3687,C784,Customer 784,2024-10-02 12:57:00,2,89.0
3688,C784,Customer 784,2024-04-16 12:53:00,1,0.0
3689,C784,Customer 784,2024-08-04 11:21:00,4,249.0
3690,C784,Customer 784,2024-08-19 17:57:00,1,0.0
3691,C784,Customer 784,2024-10-26 17:43:00,4,270.0
3692,C784,Customer 784,2024-07-19 18:25:00,2,86.0
3693,C784,Customer 784,2024-01-13 13:19:00,4,243.0
3694,C785,Customer 785,2024-07-10 13:38:00,1,83.0
3695,C785,Customer 785,2024-03-19 17:38:00,1,86.0
3696,C786,Customer 786,2024-05-22 14:54:00,4,344.0
3697,C786,Customer 786,2024-11-19 14:57:00,5,430.0
3698,C786,Customer 786,2024-05-11 12:01:00,3,255.0
3699,C786,Customer 786,2024-03-14 12:29:00,1,89.0
3700,C786,Customer 786,2024-08-13 14:54:00,1,92.0
3701,C786,Customer 786,2024-05-12 17:38:00,2,184.0
3702,C786,Customer 786,2024-09-25 11:20:00,4,314.0
3703,C786,Customer 786,2024-07-11 12:39:00,1,83.0
3704,C787,Customer 787,2024-06-21 13:31:00,5,421.0
3705,C787,Customer 787,2024-08-22 09:17:00,2,160.0
3706,C787,Customer 787,2024-07-01 18:46:00,1,80.0
3707,C787,Customer 787,2024-05-15 13:29:00,2,166.0
3708,C787,Customer 787,2024-05-31 14:52:00,2,184.0
3709,C788,Customer 788,2024-01-12 11:48:00,1,89.0
3710,C788,Customer 788,2024-12-08 11:53:00,1,89.0
3711,C789,Customer 789,2024-07-22 11:52:00,5,338.0
3712,C789,Customer 789,2024-02-01 17:18:00,1,86.0
3713,C790,Customer 790,2024-03-15 13:03:00,5,421.0
3714,C790,Customer 790,2024-01-05 10:28:00,1,89.0
3715,C790,Customer 790,2024-08-26 13:52:00,1,83.0
3716,C790,Customer 790,2024-11-05 12:49:00,2,166.0
3717,C790,Customer 790,2024-09-21 13:42:00,4,332.0
3718,C790,Customer 790,2024-06-02 12:15:00,3,255.0
3719,C790,Customer 790,2024-04-09 12:55:00,4,338.0
3720,C790,Customer 790,2024-06-15 19:03:00,1,86.0
3721,C791,Customer 791,2024-02-09 11:51:00,3,172.0
3722,C791,Customer 791,2024-10-22 10:13:00,1,0.0
3723,C791,Customer 791,2024-05-21 13:03:00,3,172.0
3724,C791,Customer 791,2024-03-31 12:33:00,2,89.0
3725,C791,Customer 791,2024-12-14 09:26:00,4,237.0
3726,C791,Customer 791,2024-03-25 08:06:00,4,255.0
3727,C791,Customer 791,2024-07-20 13:22:00,2,77.0
3728,C792,Customer 792,2024-02-15 18:17:00,4,270.0
3729,C792,Customer 792,2024-08-23 12:14:00,2,166.0
3730,C793,Customer 793,2024-11-14 14:20:00,1,86.0
3731,C793,Customer 793,2024-08-17 17:47:00,2,172.0
3732,C794,Customer 794,2024-05-26 16:17:00,5,418.0
3733,C794,Customer 794,2024-04-19 08:23:00,5,415.0
3734,C795,Customer 795,2024-05-29 13:34:00,1,0.0
3735,C795,Customer 795,2024-09-05 13:57:00,3,172.0
3736,C795,Customer 795,2024-05-05 13:01:00,5,344.0
3737,C796,Customer 796,2024-06-06 11:09:00,2,178.0
3738,C796,Customer 796,2024-03-25 11:20:00,5,350.0
3739,C797,Customer 797,2024-01-04 13:10:00,4,261.0
3740,C797,Customer 797,2024-03-21 11:48:00,2,89.0
3741,C797,Customer 797,2024-03-08 11:31:00,1,0.0
3742,C797,Customer 797,2024-04-25 19:08:00,5,356.0
3743,C797,Customer 797,2024-04-03 18:46:00,2,92.0
3744,C797,Customer 797,2024-10-27 09:50:00,5,338.0
3745,C797,Customer 797,2024-08-05 13:44:00,3,160.0
3746,C797,Customer 797,2024-11-26 09:58:00,1,0.0
3747,C797,Customer 797,2024-12-14 19:51:00,5,356.0
3748,C797,Customer 797,2024-03-05 14:53:00,1,0.0
3749,C798,Customer 798,2024-07-02 13:44:00,1,83.0
3750,C798,Customer 798,2024-04-17 12:57:00,3,243.0
3751,C799,Customer 799,2024-01-02 13:36:00,5,326.0
3752,C799,Customer 799,2024-10-26 10:34:00,2,160.0
3753,C800,Customer 800,2024-05-14 08:17:00,1,83.0
3754,C800,Customer 800,2024-09-12 15:37:00,5,356.0
3755,C801,Customer 801,2024-09-08 14:33:00,4,258.0
3756,C801,Customer 801,2024-03-05 10:47:00,4,267.0
3757,C801,Customer 801,2024-03-03 14:17:00,4,270.0
3758,C801,Customer 801,2024-07-03 14:10:00,5,362.0
3759,C801,Customer 801,2024-08-17 17:52:00,5,356.0
3760,C801,Customer 801,2024-10-08 12:42:00,4,261.0
3761,C802,Customer 802,2024-08-07 15:06:00,2,166.0
3762,C802,Customer 802,2024-10-13 19:45:00,1,92.0
3763,C802,Customer 802,2024-08-01 12:05:00,4,350.0
3764,C802,Customer 802,2024-08-28 11:06:00,1,83.0
3765,C802,Customer 802,2024-06-18 13:52:00,3,243.0
3766,C802,Customer 802,2024-09-09 14:45:00,1,80.0
3767,C802,Customer 802,2024-01-24 14:16:00,5,454.0
3768,C802,Customer 802,2024-01-12 11:30:00,5,421.0
3769,C802,Customer 802,2024-09-17 11:58:00,1,89.0
3770,C802,Customer 802,2024-10-29 11:10:00,1,89.0
3771,C803,Customer 803,2024-08-30 18:24:00,5,430.0
3772,C803,Customer 803,2024-05-30 11:32:00,4,332.0
3773,C803,Customer 803,2024-09-06 13:32:00,2,178.0
3774,C803,Customer 803,2024-07-12 10:28:00,4,344.0
3775,C803,Customer 803,2024-09-15 13:39:00,2,178.0
3776,C803,Customer 803,2024-09-05 14:17:00,1,80.0
3777,C803,Customer 803,2024-04-17 14:44:00,2,172.0
3778,C803,Customer 803,2024-07-01 18:05:00,4,362.0
3779,C803,Customer 803,2024-01-24 14:54:00,3,246.0
3780,C803,Customer 803,2024-10-20 13:18:00,4,308.0
3781,C804,Customer 804,2024-01-13 11:50:00,4,344.0
3782,C804,Customer 804,2024-06-14 11:12:00,5,421.0
3783,C804,Customer 804,2024-05-28 13:18:00,4,344.0
3784,C804,Customer 804,2024-04-13 17:18:00,2,178.0
3785,C804,Customer 804,2024-08-22 14:48:00,2,184.0
3786,C804,Customer 804,2024-05-27 11:34:00,1,77.0
3787,C804,Customer 804,2024-02-08 12:53:00,1,89.0
3788,C804,Customer 804,2024-05-16 11:03:00,3,261.0
3789,C805,Customer 805,2024-04-30 13:53:00,2,154.0
3790,C805,Customer 805,2024-01-10 17:52:00,4,264.0
3791,C805,Customer 805,2024-02-09 16:41:00,4,258.0
3792,C805,Customer 805,2024-11-28 11:12:00,3,178.0
3793,C805,Customer 805,2024-06-18 12:25:00,4,267.0
3794,C806,Customer 806,2024-02-13 12:15:00,2,172.0
3795,C807,Customer 807,2024-04-11 14:39:00,5,362.0
3796,C807,Customer 807,2024-03-08 13:36:00,5,350.0
3797,C807,Customer 807,2024-03-15 13:17:00,4,267.0
3798,C807,Customer 807,2024-06-19 15:57:00,3,184.0
3799,C807,Customer 807,2024-08-18 13:32:00,4,267.0
3800,C807,Customer 807,2024-11-19 11:25:00,1,77.0
3801,C807,Customer 807,2024-07-31 15:30:00,4,270.0
3802,C807,Customer 807,2024-08-10 14:30:00,1,86.0
3803,C808,Customer 808,2024-03-29 11:05:00,5,427.0
3804,C808,Customer 808,2024-05-01 14:05:00,5,424.0
3805,C809,Customer 809,2024-07-06 16:22:00,4,270.0
3806,C809,Customer 809,2024-07-01 13:53:00,5,338.0
3807,C809,Customer 809,2024-11-09 13:23:00,4,261.0
3808,C809,Customer 809,2024-09-17 19:11:00,3,172.0
3809,C809,Customer 809,2024-01-21 14:25:00,5,350.0
3810,C809,Customer 809,2024-08-17 08:38:00,1,0.0
3811,C809,Customer 809,2024-03-21 13:21:00,3,166.0
3812,C809,Customer 809,2024-10-31 19:41:00,4,258.0
3813,C810,Customer 810,2024-09-20 14:08:00,1,92.0
3814,C810,Customer 810,2024-03-23 13:05:00,3,255.0
3815,C810,Customer 810,2024-07-20 14:51:00,5,448.0
3816,C810,Customer 810,2024-10-28 08:13:00,5,427.0
3817,C810,Customer 810,2024-09-29 13:08:00,1,89.0
3818,C810,Customer 810,2024-10-03 12:47:00,4,356.0
3819,C810,Customer 810,2024-01-25 11:56:00,1,89.0
3820,C810,Customer 810,2024-02-24 13:10:00,3,237.0
3821,C810,Customer 810,2024-07-01 13:55:00,5,427.0
3822,C810,Customer 810,2024-03-27 14:10:00,3,264.0
3823,C811,Customer 811,2024-11-17 12:41:00,2,166.0
3824,C811,Customer 811,2024-02-25 12:06:00,1,83.0
3825,C811,Customer 811,2024-06-14 13:37:00,2,166.0
3826,C811,Customer 811,2024-05-07 15:29:00,5,430.0
3827,C812,Customer 812,2024-02-27 13:04:00,1,89.0
3828,C812,Customer 812,2024-11-06 11:28:00,5,344.0
3829,C813,Customer 813,2024-09-29 15:06:00,3,258.0
3830,C813,Customer 813,2024-11-22 13:07:00,1,89.0
3831,C814,Customer 814,2024-08-17 10:20:00,5,338.0
3832,C814,Customer 814,2024-06-06 17:42:00,3,258.0
3833,C814,Customer 814,2024-03-23 14:45:00,5,350.0
3834,C814,Customer 814,2024-08-06 14:51:00,1,80.0
3835,C814,Customer 814,2024-04-26 12:25:00,2,166.0
3836,C814,Customer 814,2024-08-28 14:48:00,3,276.0
3837,C814,Customer 814,2024-04-03 13:09:00,1,89.0
3838,C814,Customer 814,2024-03-01 10:35:00,5,356.0
3839,C815,Customer 815,2024-12-09 13:57:00,5,338.0
3840,C815,Customer 815,2024-05-07 16:15:00,3,184.0
3841,C815,Customer 815,2024-06-05 12:03:00,2,89.0
3842,C815,Customer 815,2024-10-22 14:28:00,1,0.0
3843,C815,Customer 815,2024-08-17 16:14:00,4,270.0
3844,C815,Customer 815,2024-06-27 16:33:00,1,0.0
3845,C815,Customer 815,2024-11-21 10:58:00,3,178.0
3846,C816,Customer 816,2024-09-04 11:28:00,5,350.0
3847,C817,Customer 817,2024-10-12 13:10:00,2,166.0
3848,C818,Customer 818,2024-11-17 11:54:00,4,332.0
3849,C818,Customer 818,2024-06-13 12:29:00,5,409.0
3850,C818,Customer 818,2024-10-24 17:01:00,3,264.0
3851,C819,Customer 819,2024-03-19 17:11:00,2,172.0
3852,C819,Customer 819,2024-10-24 11:42:00,1,77.0
3853,C819,Customer 819,2024-11-22 10:23:00,4,344.0
3854,C819,Customer 819,2024-07-18 19:26:00,4,338.0
3855,C820,Customer 820,2024-09-15 12:47:00,2,154.0
3856,C820,Customer 820,2024-09-30 15:55:00,1,86.0
3857,C821,Customer 821,2024-01-31 12:16:00,4,243.0
3858,C821,Customer 821,2024-06-01 19:13:00,3,270.0
3859,C821,Customer 821,2024-01-27 08:43:00,3,249.0
3860,C821,Customer 821,2024-04-18 14:51:00,5,350.0
3861,C821,Customer 821,2024-08-10 13:21:00,1,83.0
3862,C822,Customer 822,2024-12-13 19:51:00,4,350.0
3863,C822,Customer 822,2024-08-28 18:30:00,5,356.0
3864,C822,Customer 822,2024-09-18 12:04:00,5,338.0
3865,C822,Customer 822,2024-05-19 11:58:00,1,83.0
3866,C823,Customer 823,2024-05-25 13:59:00,3,255.0
3867,C823,Customer 823,2024-04-30 12:30:00,3,243.0
3868,C823,Customer 823,2024-04-10 11:15:00,5,427.0
3869,C824,Customer 824,2024-01-16 13:30:00,2,89.0
3870,C824,Customer 824,2024-02-06 13:00:00,5,344.0
3871,C824,Customer 824,2024-03-21 19:03:00,3,184.0
3872,C824,Customer 824,2024-01-05 16:54:00,4,264.0
3873,C824,Customer 824,2024-04-26 14:36:00,5,350.0
3874,C825,Customer 825,2024-01-24 13:27:00,3,249.0
3875,C825,Customer 825,2024-12-14 12:10:00,3,243.0
3876,C825,Customer 825,2024-12-09 08:06:00,5,421.0
3877,C825,Customer 825,2024-12-02 13:31:00,3,261.0
3878,C825,Customer 825,2024-03-31 16:47:00,2,184.0
3879,C825,Customer 825,2024-08-12 11:13:00,5,433.0
3880,C825,Customer 825,2024-12-15 08:41:00,1,77.0
3881,C825,Customer 825,2024-07-16 19:50:00,4,344.0
3882,C825,Customer 825,2024-05-12 15:44:00,4,362.0
3883,C826,Customer 826,2024-10-17 12:22:00,2,160.0
3884,C826,Customer 826,2024-12-18 13:31:00,3,243.0
3885,C827,Customer 827,2024-11-11 12:55:00,3,255.0
3886,C828,Customer 828,2024-04-03 14:16:00,5,430.0
3887,C828,Customer 828,2024-11-05 12:24:00,5,433.0
3888,C828,Customer 828,2024-03-13 14:10:00,5,430.0
3889,C828,Customer 828,2024-05-30 12:50:00,5,397.0
3890,C829,Customer 829,2024-05-30 11:36:00,5,421.0
3891,C829,Customer 829,2024-11-03 10:54:00,5,433.0
3892,C829,Customer 829,2024-03-28 11:47:00,3,255.0
3893,C829,Customer 829,2024-04-04 11:00:00,5,427.0
3894,C829,Customer 829,2024-12-08 13:08:00,2,160.0
3895,C830,Customer 830,2024-09-05 14:05:00,5,448.0
3896,C830,Customer 830,2024-06-10 15:19:00,5,418.0
3897,C831,Customer 831,2024-06-03 14:23:00,3,252.0
3898,C831,Customer 831,2024-05-30 12:31:00,5,415.0
3899,C831,Customer 831,2024-10-30 11:47:00,1,83.0
3900,C831,Customer 831,2024-11-08 11:23:00,5,415.0
3901,C831,Customer 831,2024-09-21 14:32:00,5,418.0
3902,C831,Customer 831,2024-06-11 14:43:00,1,92.0
3903,C831,Customer 831,2024-05-31 14:45:00,2,184.0
3904,C831,Customer 831,2024-03-08 17:29:00,2,184.0
3905,C832,Customer 832,2024-08-03 14:57:00,3,178.0
3906,C832,Customer 832,2024-02-20 12:27:00,3,178.0
3907,C832,Customer 832,2024-04-13 14:24:00,3,172.0
3908,C833,Customer 833,2024-09-30 13:46:00,5,326.0
3909,C833,Customer 833,2024-02-18 12:16:00,2,172.0
3910,C834,Customer 834,2024-03-06 12:49:00,2,172.0
3911,C834,Customer 834,2024-02-19 13:24:00,3,255.0
3912,C835,Customer 835,2024-04-08 19:52:00,2,166.0
3913,C835,Customer 835,2024-04-26 13:52:00,2,172.0
3914,C835,Customer 835,2024-09-10 12:01:00,1,83.0
3915,C835,Customer 835,2024-07-16 14:14:00,1,86.0
3916,C836,Customer 836,2024-10-06 17:05:00,3,184.0
3917,C836,Customer 836,2024-03-24 15:38:00,3,184.0
3918,C836,Customer 836,2024-05-30 14:40:00,4,258.0
3919,C836,Customer 836,2024-10-29 11:04:00,5,332.0
3920,C836,Customer 836,2024-06-11 14:28:00,3,178.0
3921,C837,Customer 837,2024-12-06 14:31:00,1,92.0
3922,C837,Customer 837,2024-05-26 11:28:00,5,409.0
3923,C837,Customer 837,2024-10-26 11:30:00,3,243.0
3924,C837,Customer 837,2024-03-25 14:48:00,2,166.0
3925,C838,Customer 838,2024-03-22 13:29:00,5,344.0
3926,C838,Customer 838,2024-03-27 11:24:00,2,178.0
3927,C839,Customer 839,2024-08-20 13:33:00,4,326.0
3928,C839,Customer 839,2024-12-03 14:49:00,2,172.0
3929,C839,Customer 839,2024-06-25 13:35:00,3,249.0
3930,C839,Customer 839,2024-06-10 11:27:00,3,249.0
3931,C840,Customer 840,2024-08-08 14:09:00,3,264.0
3932,C840,Customer 840,2024-08-05 12:45:00,4,326.0
3933,C840,Customer 840,2024-08-10 08:17:00,4,326.0
3934,C840,Customer 840,2024-11-16 12:02:00,4,338.0
3935,C840,Customer 840,2024-04-13 14:32:00,1,86.0
3936,C840,Customer 840,2024-07-02 15:56:00,5,442.0
3937,C840,Customer 840,2024-02-25 14:35:00,1,86.0
3938,C841,Customer 841,2024-10-20 14:02:00,3,252.0
3939,C841,Customer 841,2024-02-11 14:16:00,3,270.0
3940,C841,Customer 841,2024-01-22 11:46:00,3,267.0
3941,C841,Customer 841,2024-10-02 11:01:00,4,338.0
3942,C842,Customer 842,2024-05-15 16:54:00,1,86.0
3943,C842,Customer 842,2024-10-24 12:41:00,2,172.0
3944,C842,Customer 842,2024-06-04 10:15:00,3,243.0
3945,C842,Customer 842,2024-02-07 11:12:00,1,89.0
3946,C842,Customer 842,2024-05-27 11:11:00,3,249.0
3947,C843,Customer 843,2024-04-14 16:15:00,3,184.0
3948,C843,Customer 843,2024-02-06 11:24:00,4,255.0
3949,C843,Customer 843,2024-12-03 13:03:00,1,89.0
3950,C843,Customer 843,2024-01-23 09:20:00,5,344.0
3951,C843,Customer 843,2024-11-02 14:28:00,2,92.0
3952,C843,Customer 843,2024-09-28 11:23:00,1,83.0
3953,C843,Customer 843,2024-01-03 13:26:00,2,83.0
3954,C843,Customer 843,2024-05-29 11:06:00,2,89.0
3955,C843,Customer 843,2024-05-07 14:28:00,3,178.0
3956,C843,Customer 843,2024-06-23 17:24:00,5,344.0
3957,C844,Customer 844,2024-07-22 11:34:00,1,89.0
3958,C844,Customer 844,2024-03-27 18:33:00,3,270.0
3959,C844,Customer 844,2024-03-28 12:15:00,5,409.0
3960,C844,Customer 844,2024-07-13 19:36:00,3,258.0
3961,C844,Customer 844,2024-05-05 14:03:00,1,92.0
3962,C845,Customer 845,2024-10-24 11:57:00,5,356.0
3963,C845,Customer 845,2024-08-11 10:49:00,1,89.0
3964,C845,Customer 845,2024-09-17 14:17:00,4,258.0
3965,C845,Customer 845,2024-06-17 11:52:00,1,89.0
3966,C845,Customer 845,2024-11-18 12:43:00,3,172.0
3967,C845,Customer 845,2024-10-05 14:15:00,4,252.0
3968,C845,Customer 845,2024-10-24 11:53:00,4,267.0
3969,C845,Customer 845,2024-06-17 13:18:00,2,172.0
3970,C845,Customer 845,2024-07-18 12:18:00,3,172.0
3971,C846,Customer 846,2024-03-17 14:51:00,1,92.0
3972,C846,Customer 846,2024-10-28 13:17:00,3,249.0
3973,C846,Customer 846,2024-07-02 17:11:00,5,436.0
3974,C846,Customer 846,2024-03-19 15:32:00,4,344.0
3975,C846,Customer 846,2024-06-17 17:15:00,5,436.0
3976,C846,Customer 846,2024-02-11 14:17:00,4,350.0
3977,C847,Customer 847,2024-04-21 17:38:00,4,350.0
3978,C847,Customer 847,2024-02-17 08:38:00,4,326.0
3979,C847,Customer 847,2024-05-03 14:10:00,1,92.0
3980,C847,Customer 847,2024-08-13 12:29:00,3,243.0
3981,C847,Customer 847,2024-09-02 14:00:00,2,184.0
3982,C847,Customer 847,2024-03-29 12:41:00,3,267.0
3983,C847,Customer 847,2024-08-08 14:49:00,3,264.0
3984,C847,Customer 847,2024-05-27 09:51:00,4,338.0
3985,C847,Customer 847,2024-09-03 15:06:00,5,448.0
3986,C847,Customer 847,2024-06-01 12:28:00,4,326.0
3987,C848,Customer 848,2024-08-02 11:29:00,4,255.0
3988,C848,Customer 848,2024-11-18 13:00:00,3,166.0
3989,C848,Customer 848,2024-08-06 11:22:00,3,172.0
3990,C848,Customer 848,2024-03-03 11:30:00,1,77.0
3991,C848,Customer 848,2024-01-03 13:03:00,2,89.0
3992,C848,Customer 848,2024-11-18 12:42:00,2,89.0
3993,C848,Customer 848,2024-04-24 11:41:00,4,249.0
3994,C848,Customer 848,2024-09-18 14:48:00,1,80.0
3995,C848,Customer 848,2024-11-09 14:06:00,5,350.0
3996,C848,Customer 848,2024-10-19 11:01:00,3,172.0
3997,C849,Customer 849,2024-04-03 12:23:00,3,261.0
3998,C849,Customer 849,2024-09-20 15:23:00,1,86.0
3999,C849,Customer 849,2024-01-31 12:50:00,1,89.0
4000,C849,Customer 849,2024-07-06 18:19:00,4,350.0
4001,C849,Customer 849,2024-03-04 10:47:00,1,89.0
4002,C849,Customer 849,2024-08-19 08:48:00,2,160.0
4003,C850,Customer 850,2024-04-12 19:50:00,1,86.0
4004,C850,Customer 850,2024-03-07 08:09:00,3,243.0
4005,C851,Customer 851,2024-12-15 12:10:00,4,320.0
4006,C851,Customer 851,2024-04-27 13:58:00,2,172.0
4007,C851,Customer 851,2024-09-29 12:03:00,3,255.0
4008,C851,Customer 851,2024-11-10 19:33:00,1,86.0
4009,C852,Customer 852,2024-04-21 17:25:00,1,92.0
4010,C853,Customer 853,2024-04-29 13:44:00,3,255.0
4011,C854,Customer 854,2024-05-08 12:15:00,5,332.0
4012,C854,Customer 854,2024-03-05 14:22:00,5,350.0
4013,C854,Customer 854,2024-11-03 18:36:00,1,92.0
4014,C854,Customer 854,2024-06-19 16:45:00,4,338.0
4015,C854,Customer 854,2024-06-11 11:50:00,5,356.0
4016,C854,Customer 854,2024-06-29 09:43:00,1,89.0
4017,C854,Customer 854,2024-03-31 08:20:00,5,344.0
4018,C854,Customer 854,2024-10-03 08:53:00,4,332.0
4019,C854,Customer 854,2024-06-04 13:01:00,5,350.0
4020,C855,Customer 855,2024-11-09 13:53:00,2,178.0
4021,C855,Customer 855,2024-09-05 10:05:00,5,332.0
4022,C856,Customer 856,2024-05-03 11:23:00,4,332.0
4023,C856,Customer 856,2024-11-09 15:05:00,4,344.0
4024,C856,Customer 856,2024-07-11 13:20:00,5,409.0
4025,C856,Customer 856,2024-02-28 12:50:00,3,261.0
4026,C856,Customer 856,2024-06-28 12:14:00,4,338.0
4027,C857,Customer 857,2024-02-07 13:21:00,5,338.0
4028,C857,Customer 857,2024-03-03 11:35:00,4,261.0
4029,C858,Customer 858,2024-03-10 14:20:00,3,270.0
4030,C859,Customer 859,2024-03-30 13:36:00,5,338.0
4031,C859,Customer 859,2024-12-17 12:41:00,2,166.0
